,dateTime,event,Score
1041,2020-06-10 16:29:38,annaly capital sees q2 core eps higher trimmed dividend,0.0
1042,2020-06-10 16:26:32,cboe global markets authorizes additional share repurchase,0.296
1043,2020-06-10 16:26:18,catalent readies 550m equity offering,0.0
1044,2020-06-10 16:24:34,chimera gets 400m loan commitment led ares management,0.3818
1045,2020-06-10 16:24:08,margins sink oxford industries,0.0
1046,2020-06-10 16:22:11,mimecast joining russell 3000,0.0
1047,2020-06-10 16:21:15,clovis completes enrollment in study of rubraca combo in ovarian cancer,-0.6597
1048,2020-06-10 16:20:41,chimera investment cuts dividend 40 percent,-0.296
1049,2020-06-10 16:20:03,annaly capital management cuts dividend 12 percent,-0.296
1050,2020-06-10 16:18:52,greensky boosts term loan 75m,0.3182
1051,2020-06-10 16:18:24,equity residential declares 0_6025 dividend,0.0
1052,2020-06-10 16:17:37,t mobile may look outside dish for boost sale options fox business,0.4019
1053,2020-06-10 16:16:18,tyson plays ball feds,0.25
1054,2020-06-10 16:16:14,lillys covidminus 19 treatment maybe available soon september,0.0
1055,2020-06-10 16:15:24,prairiesky royalty slashes dividends 69 percent,-0.2023
1056,2020-06-10 16:14:31,just eat deal values grubhub 70 share wsj,0.5994
1057,2020-06-10 16:14:18,carrier global declares 0_08 dividend,0.0
1058,2020-06-10 16:12:20,neptune wellness solutions beats on revenue,0.5574
1059,2020-06-10 16:11:20,store sales up 5 percent jack in box,0.0
1060,2020-06-10 16:10:55,kimco completes partial monetization of albertsons investment,0.0
1061,2020-06-10 16:09:41,iac match set deadline to choose separation compensation,0.0
1062,2020-06-10 16:09:14,crude oil settles three month high despite surprise inventory build,-0.672
1063,2020-06-10 16:08:37,chemocentryx files for mixed shelf,0.0
1064,2020-06-10 16:07:27,oxford industries eps misses 0_85 misses on revenue,-0.4215
1065,2020-06-10 16:06:43,pacific bio files for 250m mixed shelf,0.0
1066,2020-06-10 16:04:45,mustang bio readies equity offering,0.0
1067,2020-06-10 16:00:43,nasdaq closes record high tech stocks rally,0.0
1068,2020-06-10 15:59:40,j p morgan reiterates overweight on netflix amid stable trends,-0.0772
1069,2020-06-10 15:59:18,fed increases holdings in treasurys agency mbs agency cmbs,0.0
1070,2020-06-10 15:59:09,lillys baricitinib shows sustained benefit in rheumatoid arthritis study,0.4588
1071,2020-06-10 15:52:46,citi sees loan balances declining in q2,0.0
1072,2020-06-10 15:50:32,petrobras braskem sign five year naphtha supply deal,0.0
1073,2020-06-10 15:50:31,acadia healthcare prices 450m debt offering,-0.3612
1074,2020-06-10 15:47:30,citi reups buy on disney after revising models,0.0
1075,2020-06-10 15:40:53,ford circles 2022 for electric fminus 150 launch,0.0
1076,2020-06-10 15:34:25,conocophillips cut to hold from buy cfra on valuation,-0.2732
1077,2020-06-10 15:28:58,regional banks take hit after powells rates remark,0.0
1078,2020-06-10 15:28:01,endo international under pressure on ny insurance fraud charges,-0.7964
1079,2020-06-10 15:18:20,seltzer still pandemic favorite,0.4588
1080,2020-06-10 15:16:07,digital ally closes underwritten public offering,0.0
1081,2020-06-10 15:15:29,pro travel network sells host travel agency,0.0
1082,2020-06-10 15:13:24,gold catches bid after fed,0.0
1083,2020-06-10 15:06:06,clps leads technology gainers watt and eb among losers,-0.5267
1084,2020-06-10 15:00:22,on hour,0.0
1085,2020-06-10 14:57:57,amc networks joins partners on addressability project,0.0
1086,2020-06-10 14:49:48,wpp goes ex dividend tomorrow,0.0
1087,2020-06-10 14:48:26,vale launches level 1 alert for three brazilian dams,0.296
1088,2020-06-10 14:36:02,basf cut to sell warburg on risk of dicamba ban,-0.7783
1089,2020-06-10 14:33:40,fed will whatever can for long takes powell,0.0
1090,2020-06-10 14:33:37,tyson seen packing profit,0.4404
1091,2020-06-10 14:26:17,all stores under review ulta beauty,0.5859
1092,2020-06-10 14:19:45,ferc landowner protection rule seen delaying gas projects,0.0
1093,2020-06-10 14:18:17,steris goes ex dividend tomorrow,0.0
1094,2020-06-10 14:16:16,fed sees rates zero likely through 2022,0.0
1095,2020-06-10 14:08:43,markets go green after fed pledges,0.0
1096,2020-06-10 14:06:23,irsa inversiones y representaciones reports 9m results,0.0
1097,2020-06-10 14:03:37,energy materials top 5 gainers losers,-0.128
1098,2020-06-10 14:02:39,trinseo declares 0_40 dividend,0.0
1099,2020-06-10 14:00:48,higher online media targets from bofa trends look up,0.0
1100,2020-06-10 14:00:29,fed holds rates near zero,0.0
1101,2020-06-10 14:00:20,on hour,0.0
1102,2020-06-10 13:59:29,suddenly chinese fintech is all rage,-0.5574
1103,2020-06-10 13:57:00,booz allen wins 800m contract from gsa dod for ai services,0.5719
1104,2020-06-10 13:56:39,cresud reports 9m results,0.0
1105,2020-06-10 13:54:01,u s bancorp sees higher reserve build in q2,0.0
1106,2020-06-10 13:53:49,baird cuts rlj lodging to neutral on implied per key valuations,-0.296
1107,2020-06-10 13:44:50,nel bags purchase order for 2_5mw pem electrolyser,0.0
1108,2020-06-10 13:40:23,new gold to offer 400m senior notes offering to fund redemption of 6_25 percent senior notes,0.0
1109,2020-06-10 13:35:06,japan eyes scaled down olympics,0.0
1110,2020-06-10 13:31:14,atex appoints of dr raymond jannas ceo,0.0
1111,2020-06-10 13:28:22,equity financing go onespaworld,0.0
1112,2020-06-10 13:24:59,wolverine world wide expected to cool off,0.3182
1113,2020-06-10 13:21:53,mack cali talks bow street delays annual meeting,0.0
1114,2020-06-10 13:11:42,notable earnings thursdays open,0.0
1115,2020-06-10 13:10:39,twin river called long term winner union gaming,0.5859
1116,2020-06-10 13:09:14,transcontinental reports q2 results,0.0
1117,2020-06-10 13:08:00,fuelcell energy and dpw among industrial gainers hertz global leads losers,-0.3182
1118,2020-06-10 13:05:28,wins leads financial gainers cpss and grow among losers,0.0772
1119,2020-06-10 13:00:17,on hour,0.0
1120,2020-06-10 12:58:24,vodafone group goes ex dividend tomorrow,0.0
1121,2020-06-10 12:52:46,big drop for electrameccanica,-0.2732
1122,2020-06-10 12:50:50,tri pointe tender offer ends 72 percent of 4_875 percent notes tendered,0.128
1123,2020-06-10 12:48:30,cash burn improves american,0.4215
1124,2020-06-10 12:47:30,boeing targets late june for 737 max re certification flight bloomberg,0.0
1125,2020-06-10 12:41:57,consumer spending improves doesnt rise in may mastercard,0.4215
1126,2020-06-10 12:41:03,cldx cris htz and solo among midday movers,0.0
1127,2020-06-10 12:28:19,shell ceo sees lng market recovering to pre virus levels,0.0
1128,2020-06-10 12:24:38,one liberty properties declares 0_45 dividend,0.5267
1129,2020-06-10 12:24:03,aptiv rides wave of ev enthusiasm,0.4404
1130,2020-06-10 12:21:50,uk regulator extends amazon deliveroo decision,0.296
1131,2020-06-10 12:14:25,sempra energy targets june 24 for sale of chilean unit,0.2732
1132,2020-06-10 12:10:11,caterpillar declares 1_03 dividend,0.0
1133,2020-06-10 12:06:59,ideanomics meg finalizing multiple ev taxi orders,0.0
1134,2020-06-10 12:03:53,lakeland industries among consumer gainers naked brand and natuzzi among losers,-0.5267
1135,2020-06-10 12:00:17,on hour,0.0
1136,2020-06-10 11:55:26,netease sees heavy demand in hong kong listing,-0.128
1137,2020-06-10 11:54:44,parsons wins 950m air force contract,0.5719
1138,2020-06-10 11:52:19,seaworld san antonio will reopen on june 19,0.0
1139,2020-06-10 11:46:00,kohls chief mulls brick and mortar future,0.0
1140,2020-06-09 11:10:08,ceridian announces sale of shares certain shareholders,0.5106
1141,2020-06-09 11:06:57,cnh industrial details investment in nikola,0.0
1142,2020-06-09 11:03:56,fate therapeutics among healthcare gainers gnc and cerecor among losers,-0.5267
1143,2020-06-09 11:03:17,kinross gold offloads entire stake in pinecrest resources,0.0
1144,2020-06-09 11:02:26,genesco plus 3_1 percent on q1 results,0.0
1145,2020-06-09 11:00:35,on hour,0.0
1146,2020-06-09 10:57:18,movado group announces leadership changes,0.0
1147,2020-06-09 10:57:04,time for nikola tesla etf,0.0
1148,2020-06-09 10:57:02,televisa says court denies class certification to plaintiff,-0.4215
1149,2020-06-09 10:55:37,softbank vision fund cutting 15 percent of staff bloomberg,0.128
1150,2020-06-09 10:54:12,equinor submits plan to partially electrify sleipner field,0.0
1151,2020-06-09 10:52:39,twist bio teams up serimmune in covidminus 19,0.0
1152,2020-06-09 10:48:23,corning getting 204m to ramp up vaccine vials,0.0
1153,2020-06-09 10:31:55,nikola falls after premarket pop,0.0
1154,2020-06-09 10:30:24,whiting petroleum seen collapsing back down to earth hindenburg,-0.296
1155,2020-06-09 10:24:55,hologic sees improved performance in fiscal q3,0.4767
1156,2020-06-09 10:21:18,safe bulkers slips 9_3 percent post q1 results,0.4404
1157,2020-06-09 10:21:13,siyata mobile won 685k purchase order for uv350 in vehicle iot device,0.5719
1158,2020-06-09 10:14:49,pg and e to sell san francisco hq move to oakland,0.0
1159,2020-06-09 10:14:06,zillow resumes home buying in six markets,0.0
1160,2020-06-09 10:11:35,realreal rallies after btig nod,0.0
1161,2020-06-09 10:07:37,atwec signs distribution agreement icf,0.4939
1162,2020-06-09 10:06:05,cordovacann opens first cannabis retail store,0.0
1163,2020-06-09 10:05:30,vroom expected to pop on open,0.0
1164,2020-06-09 10:03:14,job openings fell to 5_046m in may,0.0
1165,2020-06-09 10:01:07,iac sets up sales of match group shares for separation,0.296
1166,2020-06-09 10:00:51,wholesale trade shy away from estimates,-0.25
1167,2020-06-09 10:00:27,on hour,0.0
1168,2020-06-09 09:59:07,tecogen to trade over counter,0.0
1169,2020-06-09 09:57:25,karyopharm commences study of selinexor in brain cancer,-0.6597
1170,2020-06-09 09:56:48,rough chop for cruise line sector,0.0
1171,2020-06-09 09:53:44,beyondsprings plinabulin shows positive effect in chemo patients,0.5574
1172,2020-06-09 09:50:49,flir secures 23_5m in additional orders for centaur ugv,0.3182
1173,2020-06-09 09:50:06,stocks retreat valuations looking stretched,0.2023
1174,2020-06-09 09:45:27,adial pharma under pressure on equity offering,-0.296
1175,2020-06-09 09:42:39,arizona re activates hospital emergency plan after covidminus 19 cases jump,-0.3818
1176,2020-06-09 09:42:12,seaworld expected to outperform peers,0.0
1177,2020-06-09 09:38:00,chesapeake energy halted for news,0.2732
1178,2020-06-09 09:37:37,state street to provide etf servicing to fidelity for semi transparent etfs,0.0
1179,2020-06-09 09:36:22,milestone pharmaceuticals cuts salaries to reduce expenses,-0.296
1180,2020-06-09 09:36:13,co diagnostics to join russell 2000 index,0.296
1181,2020-06-09 09:34:26,amazon target lifted on exceptionally strong demand,0.5446
1182,2020-06-09 09:34:06,wanda sports up 3 percent after q1 results beat,0.0
1183,2020-06-09 09:32:01,ally lending expands home improvement financing,0.5267
1184,2020-06-09 09:31:18,dows 7 day winning streak ends,0.5267
1185,2020-06-09 09:30:35,cerecor prices 33m equity offering shares down 16 percent premarket,0.296
1186,2020-06-09 09:30:23,france pledges 15b to rescue aerospace industry,0.5106
1187,2020-06-09 09:29:27,disney minus 2 percent consumer edge hits sidelines,0.0
1188,2020-06-09 09:28:34,aytu announces performance stats on covidminus 19 blood test,0.0
1189,2020-06-09 09:27:32,sony to unveil ps5 after postponement,0.0
1190,2020-06-09 09:27:17,owl rock capital gets shareholders ok to trim asset coverage ratio,0.5719
1191,2020-06-09 09:26:01,energy focus announces 1 forminus 5 reverse split,0.2732
1192,2020-06-09 09:21:15,healthpeak offers to buy 150m of 4_250 percent notes due 2023,0.0
1193,2020-06-09 09:20:19,american axle and manufacturing announces 400m debt offering,-0.3612
1194,2020-06-09 09:20:03,union pacific minus 1 percent after q2 update,0.0
1195,2020-06-09 09:17:56,feds back development of astrazeneca antibodies for covidminus 19,0.0
1196,2020-06-09 09:16:28,m opk among premarket gainers,0.0
1197,2020-06-09 09:15:50,occidental petroleum hiked to buy bofa on strong free cash flow,0.765
1198,2020-06-09 09:15:18,interlink electronics appoints raymond m li cfo,0.0
1199,2020-06-09 09:14:57,marrone bio plus 20 percent pm on agreement upl,0.4939
1200,2020-06-09 07:40:39,four in one test for covidminus 19 flu rsv,-0.3818
1201,2020-06-09 07:39:04,t mobile downgraded on integration risks,-0.2732
1202,2020-06-09 07:37:54,saic wins contract worth 378m,0.6808
1203,2020-06-09 07:37:04,kite realty june rent collections trending ahead of april may,0.0
1204,2020-06-09 07:31:04,jazz pharma prices 850m exchangeable debt offering,-0.3612
1205,2020-06-09 07:31:01,byd scores u s approval for n95 masks,0.4767
1206,2020-06-09 07:30:38,cytodyn to update on pipeline progress on june 11,0.4215
1207,2020-06-09 07:29:38,international game technology prices 750m of senior secured notes,0.4019
1208,2020-06-09 07:29:10,signet minus 3 percent after comparable sales miss,-0.1531
1209,2020-06-09 07:29:09,hudson executive investment prices ipo,0.0
1210,2020-06-09 07:28:52,spirit realty slides 6_8 percent after stock offering prices,0.1779
1211,2020-06-09 07:25:58,new gold to sell blackwater project to artemis gold for c 190m,0.0
1212,2020-06-09 07:25:17,ebay prices 750m senior unsecured notes offering,-0.3818
1213,2020-06-09 07:24:34,prepare for day ahead wsb,0.0
1214,2020-06-09 07:22:15,mastercard sees improving trend in may,0.4215
1215,2020-06-09 07:20:06,hd supply plus 1 percent following mixed results,0.0
1216,2020-06-09 07:19:29,mallinckrodt completes u s application for skin tissue therapy for burns,0.0
1217,2020-06-09 07:18:38,secular challenges seen holding harley davidson back,0.0772
1218,2020-06-09 07:18:37,amphastar pharma receives fda approval for generic quelicin,0.4767
1219,2020-06-09 07:14:46,movado down on fq1 earnings miss,-0.1531
1220,2020-06-09 07:14:22,signet halts common shares dividend,0.296
1221,2020-06-09 07:11:49,dosing underway in late stage study of lillys tirzepatide,0.0
1222,2020-06-09 07:10:10,macys plus 12 percent reopened stores performing well,0.2732
1223,2020-06-09 07:07:25,corus entertainment declares cad 0_0588 dividend,0.4215
1224,2020-06-09 07:06:46,resideo directors bought 175k in common shares,0.296
1225,2020-06-09 07:06:08,opera news sets new record 200m users,0.0
1226,2020-06-09 07:02:48,lovesac eps beats 0_11 beats on revenue,0.0
1227,2020-06-09 07:02:23,penske automotive revs back up,0.0
1228,2020-06-09 07:01:50,anthem stays course 2020 outlook,0.0
1229,2020-06-09 07:00:44,on hour,0.0
1230,2020-06-09 06:58:19,tiffany slips after earnings miss,-0.1531
1231,2020-06-09 06:57:00,genesco eps misses 1_13 misses on revenue,-0.4215
1232,2020-06-09 06:54:51,signet eps beats 1_07 beats on revenue,0.0
1233,2020-06-09 06:51:06,equifax raises q2 guidance on strong trends,0.5106
1234,2020-06-09 06:51:03,conns retail store sales fell 17_6 percent in fq1,0.0
1235,2020-06-09 06:49:55,vivus files for equity offering,0.0
1236,2020-06-09 06:48:40,nanoviricides teams up theracour in covidminus 19,0.0
1237,2020-06-09 06:47:44,movado eps misses 0_36 misses on revenue,-0.4215
1238,2020-06-09 06:46:40,sanofi to collaborate alphamab oncology in breast cancer,-0.6597
1239,2020-06-09 06:36:56,roche teams up innovent in cancer,-0.6597
1240,2020-06-09 06:34:45,tiffany eps misses 0_44 misses on revenue,-0.4215
1241,2020-06-09 06:31:40,select interior concepts appoints bill varner ceo,0.0
1242,2020-06-09 06:24:23,boxlight is off 21_5 percent on pricing 10m equity offering,0.0
1243,2020-06-09 06:22:47,musk says model y facing production and supply chain issues,0.0
1244,2020-06-09 06:19:02,piedmont prices public offering,0.0
1245,2020-06-09 06:14:30,kayne anderson midstream energy fund declares 0_09 dividend,0.2732
1246,2020-06-09 06:14:11,banco macro epads misses 0_10 misses on revenue,-0.4215
1247,2020-06-09 06:12:22,kayne anderson mlp midstream investment company declares 0_15 dividend,0.0
1248,2020-06-09 06:05:00,conns eps of 1_89,0.0
1249,2020-06-09 06:03:42,quotient eps beats 0_03 beats on revenue,0.0
1250,2020-06-09 06:03:25,hd supply holdings eps misses 0_37 beats on revenue,-0.2263
1251,2020-06-09 06:01:15,nfib small business optimism beats consensus,0.5423
1252,2020-06-09 06:00:14,global shares mixed ahead of fed meeting,0.296
1253,2020-06-09 05:58:16,arthur j gallagher acquires ca insurance brokers,0.0
1254,2020-06-09 05:54:49,sodexo partners bureau veritas to introduce hygiene verification label,0.0
1255,2020-06-09 05:45:43,firm capital mortgage investment declares 0_078 dividend,0.0
1256,2020-06-09 05:44:31,nasb financial declares 0_55 dividend,0.0
1257,2020-06-09 05:43:53,ahold delhaize share buyback update,0.296
1258,2020-06-09 05:40:38,ase technology reports may sales,0.0
1259,2020-06-09 05:10:11,glaukos prices 250m convertible debt offering,-0.3612
